concept_a,concept_b,source_syllabus,Course_Code,course_name,order_delta,domain_match,embedding_similarity,keyword_overlap,suggested_label,reason
Closure properties,Text Processing,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,6,1,0.0902,0.0,0,Low sim=0.090
Closure properties,Natural Language Processing (NLP),6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,7,1,0.1043,0.0,0,Low sim=0.104
Closure properties,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,9,1,0.0738,0.0,0,Low sim=0.074
Closure properties,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,10,1,0.1239,0.0,0,Low sim=0.124
Closure properties,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,12,1,0.0235,0.0,0,Low sim=0.023
Decision properties of RLs,Pumping lemma,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,1,1,0.0197,0.0,0,Low sim=0.020
Decision properties of RLs,RE in text search and replace,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,2,1,0.032,0.0,0,Low sim=0.032
Decision properties of RLs,Languages in Compiler Design,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,4,1,0.1739,0.0,0,No signal: sim=0.174 delta=4 kw=0.000
Decision properties of RLs,Text Processing,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,5,1,0.0379,0.0,0,Low sim=0.038
Decision properties of RLs,Natural Language Processing (NLP),6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,6,1,0.1308,0.0,0,Low sim=0.131
Decision properties of RLs,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,8,1,0.2488,0.0,0,No signal: sim=0.249 delta=8 kw=0.000
Decision properties of RLs,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,9,1,0.1531,0.0,0,No signal: sim=0.153 delta=9 kw=0.000
Decision properties of RLs,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,11,1,0.1913,0.1667,0,No signal: sim=0.191 delta=11 kw=0.167
Pumping lemma,RE in text search and replace,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,1,1,0.1683,0.0,0,No signal: sim=0.168 delta=1 kw=0.000
Pumping lemma,Languages in Compiler Design,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,3,1,0.2239,0.0,0,No signal: sim=0.224 delta=3 kw=0.000
Pumping lemma,Text Processing,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,4,1,0.1676,0.0,0,No signal: sim=0.168 delta=4 kw=0.000
Pumping lemma,Natural Language Processing (NLP),6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,5,1,0.143,0.0,0,Low sim=0.143
Pumping lemma,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,7,1,0.1155,0.0,0,Low sim=0.116
Pumping lemma,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,8,1,0.1623,0.0,0,No signal: sim=0.162 delta=8 kw=0.000
Pumping lemma,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,10,1,0.1527,0.0,0,No signal: sim=0.153 delta=10 kw=0.000
RE in text search and replace,Languages in Compiler Design,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,2,1,0.0087,0.1111,0,Low sim=0.009
RE in text search and replace,Text Processing,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,3,1,0.4097,0.1429,0,No signal: sim=0.410 delta=3 kw=0.143
RE in text search and replace,Natural Language Processing (NLP),6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,4,1,0.2024,0.0,0,No signal: sim=0.202 delta=4 kw=0.000
RE in text search and replace,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,6,1,0.0547,0.0,0,Low sim=0.055
RE in text search and replace,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,7,1,0.0344,0.0833,0,Low sim=0.034
RE in text search and replace,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,9,1,0.056,0.0,0,Low sim=0.056
Languages in Compiler Design,Text Processing,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,1,1,0.2119,0.0,1,Adjacent topics: delta=1 + sim=0.212
Languages in Compiler Design,Natural Language Processing (NLP),6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,2,1,0.2383,0.0,1,Adjacent topics: delta=2 + sim=0.238
Languages in Compiler Design,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,4,1,0.2147,0.0,0,No signal: sim=0.215 delta=4 kw=0.000
Languages in Compiler Design,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,5,1,0.1073,0.0,0,Low sim=0.107
Languages in Compiler Design,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,7,1,0.146,0.0,0,Low sim=0.146
Text Processing,Natural Language Processing (NLP),6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,1,1,0.6256,0.2,1,High sim=0.626 + delta=1
Text Processing,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,3,1,0.1074,0.0,0,Low sim=0.107
Text Processing,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,4,1,0.0416,0.0,0,Low sim=0.042
Text Processing,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,6,1,0.1814,0.0,0,No signal: sim=0.181 delta=6 kw=0.000
Natural Language Processing (NLP),Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,2,1,0.2025,0.0,1,Adjacent topics: delta=2 + sim=0.203
Natural Language Processing (NLP),Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,3,1,0.0632,0.0,0,Low sim=0.063
Natural Language Processing (NLP),Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,5,1,0.1112,0.0,0,Low sim=0.111
Nondeterministic Finite Automata (NFA): Definitions,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,1,1,0.5904,0.0909,1,sim=0.590>=0.45 + delta=1<=5
Nondeterministic Finite Automata (NFA): Definitions,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,3,1,0.5158,0.0,1,sim=0.516>=0.45 + delta=3<=5
Equivalence between NFA with and ϵ- transitions,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014111,Computational,2,1,0.4193,0.0,1,Adjacent topics: delta=2 + sim=0.419
Open-source and Proprietary Operating System,Fundamentals of Distributed Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014113,Operating,1,1,0.5654,0.2222,1,sim=0.565>=0.45 + delta=1<=5
Open-source and Proprietary Operating System,Network Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014113,Operating,2,1,0.5509,0.2857,1,sim=0.551>=0.45 + delta=2<=5
Open-source and Proprietary Operating System,Mobile Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014113,Operating,7,1,0.531,0.2857,0,No signal: sim=0.531 delta=7 kw=0.286
Open-source and Proprietary Operating System,Special-purpose Operating Systems,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014113,Operating,9,1,0.6814,0.1111,1,High sim=0.681 + delta=9
Fundamentals of Distributed Operating System,Network Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014113,Operating,1,1,0.647,0.3333,1,High sim=0.647 + delta=1
Fundamentals of Distributed Operating System,Mobile Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014113,Operating,6,1,0.5512,0.3333,1,kw_overlap=0.333 + delta=6<=6
Fundamentals of Distributed Operating System,Special-purpose Operating Systems,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014113,Operating,8,1,0.6744,0.125,1,High sim=0.674 + delta=8
Network Operating System,Mobile Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014113,Operating,5,1,0.6214,0.5,1,High sim=0.621 + delta=5
Network Operating System,Special-purpose Operating Systems,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014113,Operating,7,1,0.6075,0.1667,1,High sim=0.608 + delta=7
Mobile Operating System,Special-purpose Operating Systems,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2014113,Operating,2,1,0.5923,0.1667,1,sim=0.592>=0.45 + delta=2<=5
Inverse Laplace transform using Convolution theorem,Laplace transform using derivatives and its properties,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied,6,1,0.6608,0.3,1,High sim=0.661 + delta=6
Inverse Laplace transform using Convolution theorem,Fourier Series,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied,7,1,0.1411,0.0,0,Low sim=0.141
Inverse Laplace transform using Convolution theorem,Hal Frange Sine and Cosine Series,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied,13,1,0.081,0.0,0,Low sim=0.081
Laplace transform using derivatives and its properties,Fourier Series,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied,1,1,0.184,0.0,0,No signal: sim=0.184 delta=1 kw=0.000
Laplace transform using derivatives and its properties,Hal Frange Sine and Cosine Series,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied,7,1,0.2036,0.0833,0,No signal: sim=0.204 delta=7 kw=0.083
Fourier Series,Hal Frange Sine and Cosine Series,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343111,Applied,6,1,0.5124,0.1429,0,No signal: sim=0.512 delta=6 kw=0.143
"Database System Concepts, Architecture",Characteristics of Databases,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,1,1,0.7484,0.0,1,High sim=0.748 + delta=1
"Database System Concepts, Architecture",File system v/s Database,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,2,1,0.5864,0.2857,1,sim=0.586>=0.45 + delta=2<=5
"Database System Concepts, Architecture",Data abstraction and Data Independence,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,3,1,0.3827,0.0,1,Foundational kw + sim=0.383 + delta=3
"Database System Concepts, Architecture",DBMS system,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,4,1,0.7267,0.2,1,High sim=0.727 + delta=4
"Database System Concepts, Architecture",Database Administrator (DBA),6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,5,1,0.4349,0.1667,1,Foundational kw + sim=0.435 + delta=5
"Database System Concepts, Architecture",Role of DBA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,6,1,0.5539,0.0,1,Foundational kw + sim=0.554 + delta=6
Characteristics of Databases,File system v/s Database,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,1,1,0.5019,0.0,1,sim=0.502>=0.45 + delta=1<=5
Characteristics of Databases,Data abstraction and Data Independence,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,2,1,0.4165,0.0,1,Adjacent topics: delta=2 + sim=0.417
Characteristics of Databases,DBMS system,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,3,1,0.6196,0.0,1,High sim=0.620 + delta=3
Characteristics of Databases,Database Administrator (DBA),6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,4,1,0.3928,0.0,0,No signal: sim=0.393 delta=4 kw=0.000
Characteristics of Databases,Role of DBA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,5,1,0.5379,0.2,1,sim=0.538>=0.45 + delta=5<=5
File system v/s Database,Data abstraction and Data Independence,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,1,1,0.2011,0.0,1,Adjacent topics: delta=1 + sim=0.201
File system v/s Database,DBMS system,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,2,1,0.5268,0.1667,1,sim=0.527>=0.45 + delta=2<=5
File system v/s Database,Database Administrator (DBA),6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,3,1,0.2889,0.1429,0,No signal: sim=0.289 delta=3 kw=0.143
File system v/s Database,Role of DBA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,4,1,0.3606,0.0,0,No signal: sim=0.361 delta=4 kw=0.000
Data abstraction and Data Independence,DBMS system,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,1,1,0.2582,0.0,1,Adjacent topics: delta=1 + sim=0.258
Data abstraction and Data Independence,Database Administrator (DBA),6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,2,1,0.1414,0.0,0,Low sim=0.141
Data abstraction and Data Independence,Role of DBA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,3,1,0.2486,0.0,0,No signal: sim=0.249 delta=3 kw=0.000
DBMS system,Database Administrator (DBA),6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,1,1,0.4609,0.0,1,sim=0.461>=0.45 + delta=1<=5
DBMS system,Role of DBA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,2,1,0.525,0.0,1,sim=0.525>=0.45 + delta=2<=5
Database Administrator (DBA),Role of DBA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343113,Database,1,1,0.7026,0.2,1,High sim=0.703 + delta=1
Linear Transformations,Quadratic forms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344111,Applied,1,1,0.233,0.0,1,Adjacent topics: delta=1 + sim=0.233
Linear Transformations,Inverse of Transform by Binomial,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344111,Applied,6,1,0.3241,0.0,0,No signal: sim=0.324 delta=6 kw=0.000
Quadratic forms,Inverse of Transform by Binomial,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344111,Applied,5,1,0.0334,0.0,0,Low sim=0.033
System calls with examples for different OS,Scheduling Algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,2,1,0.1449,0.0,0,Low sim=0.145
System calls with examples for different OS,Deadlock detection and recovery,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,7,1,0.1323,0.0,0,Low sim=0.132
System calls with examples for different OS,Replacement Algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,11,1,0.0882,0.0,0,Low sim=0.088
System calls with examples for different OS,Features of I/O facility for different OS,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,13,1,0.4898,0.25,0,No signal: sim=0.490 delta=13 kw=0.250
Scheduling Algorithms,Deadlock detection and recovery,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,5,1,0.2412,0.0,0,No signal: sim=0.241 delta=5 kw=0.000
Scheduling Algorithms,Replacement Algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,9,1,0.4883,0.3333,0,No signal: sim=0.488 delta=9 kw=0.333
Scheduling Algorithms,Features of I/O facility for different OS,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,11,1,0.1945,0.0,0,No signal: sim=0.194 delta=11 kw=0.000
Deadlock detection and recovery,Replacement Algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,4,1,0.1788,0.0,0,No signal: sim=0.179 delta=4 kw=0.000
Deadlock detection and recovery,Features of I/O facility for different OS,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,6,1,0.1843,0.0,0,No signal: sim=0.184 delta=6 kw=0.000
Replacement Algorithms,Features of I/O facility for different OS,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344112,Operating System,2,1,0.1183,0.0,0,Low sim=0.118
Structure of a switch,Space Division Switching,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,1,1,0.3131,0.0,1,Foundational kw + sim=0.313 + delta=1
Structure of a switch,Packet Switch,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,3,1,0.4673,0.2,1,sim=0.467>=0.45 + delta=3<=5
Structure of a switch,Error Detection & Correction: basic concept,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,5,1,0.0282,0.0,0,Low sim=0.028
Structure of a switch,Linear Block Code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,6,1,0.272,0.0,1,Foundational kw + sim=0.272 + delta=6
Structure of a switch,CRC code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,7,1,0.0783,0.0,0,Low sim=0.078
Structure of a switch,Flow Control: Stop-and-Wait Flow Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,9,1,0.1327,0.0,0,Low sim=0.133
Structure of a switch,Sliding Window,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,10,1,0.1564,0.0,0,No signal: sim=0.156 delta=10 kw=0.000
Structure of a switch,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,12,1,0.0427,0.0,0,Low sim=0.043
Structure of a switch,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,13,1,0.0511,0.0,0,Low sim=0.051
Space Division Switching,Packet Switch,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,2,1,0.3184,0.0,1,Adjacent topics: delta=2 + sim=0.318
Space Division Switching,Error Detection & Correction: basic concept,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,4,1,0.1297,0.0,0,Low sim=0.130
Space Division Switching,Linear Block Code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,5,1,0.2066,0.0,0,No signal: sim=0.207 delta=5 kw=0.000
Space Division Switching,CRC code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,6,1,0.1672,0.0,0,No signal: sim=0.167 delta=6 kw=0.000
Space Division Switching,Flow Control: Stop-and-Wait Flow Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,8,1,0.1945,0.0,0,No signal: sim=0.194 delta=8 kw=0.000
Space Division Switching,Sliding Window,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,9,1,0.1995,0.0,0,No signal: sim=0.199 delta=9 kw=0.000
Space Division Switching,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,11,1,0.0481,0.0,0,Low sim=0.048
Space Division Switching,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,12,1,0.1059,0.0,0,Low sim=0.106
Space Division Switching,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,14,1,0.2054,0.0,0,Far apart: delta=14 + sim=0.205
Packet Switch,Error Detection & Correction: basic concept,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,2,1,0.1572,0.0,0,No signal: sim=0.157 delta=2 kw=0.000
Packet Switch,Linear Block Code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,3,1,0.2465,0.0,0,No signal: sim=0.247 delta=3 kw=0.000
Packet Switch,CRC code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,4,1,0.1511,0.0,0,No signal: sim=0.151 delta=4 kw=0.000
Packet Switch,Flow Control: Stop-and-Wait Flow Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,6,1,0.293,0.0,0,No signal: sim=0.293 delta=6 kw=0.000
Packet Switch,Sliding Window,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,7,1,0.1489,0.0,0,Low sim=0.149
Packet Switch,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,9,1,0.2215,0.0,0,No signal: sim=0.221 delta=9 kw=0.000
Packet Switch,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,10,1,0.1861,0.0,0,No signal: sim=0.186 delta=10 kw=0.000
Packet Switch,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,12,1,0.3039,0.0,0,Far apart: delta=12 + sim=0.304
Error Detection & Correction: basic concept,Linear Block Code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,1,1,0.1963,0.0,0,No signal: sim=0.196 delta=1 kw=0.000
Error Detection & Correction: basic concept,CRC code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,2,1,0.3216,0.0,1,Foundational kw + sim=0.322 + delta=2
Error Detection & Correction: basic concept,Flow Control: Stop-and-Wait Flow Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,4,1,0.1497,0.0,0,Low sim=0.150
Error Detection & Correction: basic concept,Sliding Window,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,5,1,0.0167,0.0,0,Low sim=0.017
Error Detection & Correction: basic concept,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,7,1,0.241,0.1,0,No signal: sim=0.241 delta=7 kw=0.100
Error Detection & Correction: basic concept,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,8,1,0.0712,0.0,0,Low sim=0.071
Error Detection & Correction: basic concept,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,10,1,0.1425,0.0,0,Low sim=0.142
Linear Block Code,CRC code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,1,1,0.3981,0.25,1,Adjacent topics: delta=1 + sim=0.398
Linear Block Code,Flow Control: Stop-and-Wait Flow Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,3,1,0.1731,0.0,0,No signal: sim=0.173 delta=3 kw=0.000
Linear Block Code,Sliding Window,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,4,1,0.0476,0.0,0,Low sim=0.048
Linear Block Code,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,6,1,0.0706,0.0,0,Low sim=0.071
Linear Block Code,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,7,1,0.0246,0.0,0,Low sim=0.025
Linear Block Code,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,9,1,0.1435,0.0,0,Low sim=0.144
Linear Block Code,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,14,1,0.2449,0.0,0,Far apart: delta=14 + sim=0.245
CRC code,Flow Control: Stop-and-Wait Flow Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,2,1,0.1772,0.0,0,No signal: sim=0.177 delta=2 kw=0.000
CRC code,Sliding Window,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,3,1,-0.0067,0.0,0,Low sim=-0.007
CRC code,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,5,1,0.1052,0.0,0,Low sim=0.105
CRC code,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,6,1,0.1025,0.0,0,Low sim=0.102
CRC code,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,8,1,0.1827,0.0,0,No signal: sim=0.183 delta=8 kw=0.000
CRC code,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,13,1,0.1388,0.0,0,Low sim=0.139
Flow Control: Stop-and-Wait Flow Control,Sliding Window,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,1,1,0.2308,0.0,1,Adjacent topics: delta=1 + sim=0.231
Flow Control: Stop-and-Wait Flow Control,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,3,1,0.5758,0.5714,1,sim=0.576>=0.45 + delta=3<=5
Flow Control: Stop-and-Wait Flow Control,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,4,1,0.1993,0.0,0,No signal: sim=0.199 delta=4 kw=0.000
Flow Control: Stop-and-Wait Flow Control,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,6,1,0.3332,0.1429,0,No signal: sim=0.333 delta=6 kw=0.143
Flow Control: Stop-and-Wait Flow Control,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,11,1,0.1342,0.0,0,Low sim=0.134
Flow Control: Stop-and-Wait Flow Control,Ethernet Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,13,1,0.1849,0.0,0,Far apart: delta=13 + sim=0.185
Flow Control: Stop-and-Wait Flow Control,Standard Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,14,1,0.0459,0.0,0,Low sim=0.046
Sliding Window,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,2,1,0.0956,0.0,0,Low sim=0.096
Sliding Window,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,3,1,0.1683,0.0,0,No signal: sim=0.168 delta=3 kw=0.000
Sliding Window,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,5,1,0.1783,0.0,0,No signal: sim=0.178 delta=5 kw=0.000
Sliding Window,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,10,1,0.0089,0.0,0,Low sim=0.009
Sliding Window,Ethernet Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,12,1,-0.0105,0.0,0,Low sim=-0.010
