concept_a,concept_b,source_syllabus,Course_Code,course_name,order_delta,domain_match,embedding_similarity,keyword_overlap,suggested_label,reason
on Binary Search Tree and analyze space and time,Implement Prim’s and Kruskal’s algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,5,1,0.3722,0.0769,0,No signal: sim=0.372 delta=5 kw=0.077
on Binary Search Tree and analyze space and time,Implement solution for job sequencing with deadlines,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,6,1,0.1933,0.0,0,No signal: sim=0.193 delta=6 kw=0.000
on Binary Search Tree and analyze space and time,Backtracking and Maximum flow Networks,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,7,1,0.1977,0.0833,0,No signal: sim=0.198 delta=7 kw=0.083
on Binary Search Tree and analyze space and time,Implement N-Queen's problem using Back Tracking,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,8,1,0.2489,0.0,0,No signal: sim=0.249 delta=8 kw=0.000
on Binary Search Tree and analyze space and time,Implement Sum of subsets problem for a given set of,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,9,1,0.0868,0.0,0,Low sim=0.087
on Binary Search Tree and analyze space and time,distinct numbers using backtracking,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,10,1,0.1808,0.0,0,No signal: sim=0.181 delta=10 kw=0.000
on Binary Search Tree and analyze space and time,Implement graph coloring,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,11,1,0.2176,0.0,0,No signal: sim=0.218 delta=11 kw=0.000
on Binary Search Tree and analyze space and time,Implement Hamiltonian cycles,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,12,1,0.238,0.0,0,Far apart: delta=12 + sim=0.238
on Binary Search Tree and analyze space and time,Implementation of Ford-Fulkerson algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,13,1,0.293,0.0,0,Far apart: delta=13 + sim=0.293
on Binary Search Tree and analyze space and time,Dynamic Algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,14,1,0.4193,0.0,0,Far apart: delta=14 + sim=0.419
Implementation of operations on B/B+-trees,Greedy algorithms and Applications,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,1,1,0.2682,0.0,1,Adjacent topics: delta=1 + sim=0.268
Implementation of operations on B/B+-trees,Implement solution for a 0-1 knapsack problem using,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,2,1,0.1383,0.0,0,Low sim=0.138
Implementation of operations on B/B+-trees,dynamic programming,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,3,1,0.2236,0.0,0,No signal: sim=0.224 delta=3 kw=0.000
Implementation of operations on B/B+-trees,Implement Prim’s and Kruskal’s algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,4,1,0.3828,0.0,0,No signal: sim=0.383 delta=4 kw=0.000
Implementation of operations on B/B+-trees,Implement solution for job sequencing with deadlines,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,5,1,0.1854,0.0,0,No signal: sim=0.185 delta=5 kw=0.000
Implementation of operations on B/B+-trees,Backtracking and Maximum flow Networks,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,6,1,0.2187,0.0,0,No signal: sim=0.219 delta=6 kw=0.000
Implementation of operations on B/B+-trees,Implement N-Queen's problem using Back Tracking,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,7,1,0.2409,0.0,0,No signal: sim=0.241 delta=7 kw=0.000
Implementation of operations on B/B+-trees,Implement Sum of subsets problem for a given set of,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,8,1,0.1064,0.0714,0,Low sim=0.106
Implementation of operations on B/B+-trees,distinct numbers using backtracking,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,9,1,0.1537,0.0,0,No signal: sim=0.154 delta=9 kw=0.000
Implementation of operations on B/B+-trees,Implement graph coloring,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,10,1,0.2756,0.0,0,No signal: sim=0.276 delta=10 kw=0.000
Implementation of operations on B/B+-trees,Implement Hamiltonian cycles,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,11,1,0.2295,0.0,0,No signal: sim=0.229 delta=11 kw=0.000
Implementation of operations on B/B+-trees,Implementation of Ford-Fulkerson algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,12,1,0.3396,0.2222,0,Far apart: delta=12 + sim=0.340
Implementation of operations on B/B+-trees,Dynamic Algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,13,1,0.3541,0.0,0,Far apart: delta=13 + sim=0.354
Implementation of operations on B/B+-trees,Implementation of Bellman-Ford algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,14,1,0.3062,0.2222,0,Far apart: delta=14 + sim=0.306
Greedy algorithms and Applications,Implement solution for a 0-1 knapsack problem using,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,1,1,0.3491,0.0,1,Adjacent topics: delta=1 + sim=0.349
Greedy algorithms and Applications,dynamic programming,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,2,1,0.3669,0.0,1,Adjacent topics: delta=2 + sim=0.367
Greedy algorithms and Applications,Implement Prim’s and Kruskal’s algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,3,1,0.4461,0.25,0,No signal: sim=0.446 delta=3 kw=0.250
Greedy algorithms and Applications,Implement solution for job sequencing with deadlines,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,4,1,0.2484,0.0,0,No signal: sim=0.248 delta=4 kw=0.000
Greedy algorithms and Applications,Backtracking and Maximum flow Networks,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,5,1,0.3121,0.125,0,No signal: sim=0.312 delta=5 kw=0.125
Greedy algorithms and Applications,Implement N-Queen's problem using Back Tracking,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,6,1,0.2765,0.0,0,No signal: sim=0.276 delta=6 kw=0.000
Greedy algorithms and Applications,Implement Sum of subsets problem for a given set of,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,7,1,0.3243,0.0,0,No signal: sim=0.324 delta=7 kw=0.000
Greedy algorithms and Applications,distinct numbers using backtracking,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,8,1,0.2865,0.0,0,No signal: sim=0.287 delta=8 kw=0.000
Greedy algorithms and Applications,Implement graph coloring,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,9,1,0.2104,0.0,0,No signal: sim=0.210 delta=9 kw=0.000
Greedy algorithms and Applications,Implement Hamiltonian cycles,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,10,1,0.1435,0.0,0,Low sim=0.144
Greedy algorithms and Applications,Implementation of Ford-Fulkerson algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,11,1,0.2698,0.0,0,No signal: sim=0.270 delta=11 kw=0.000
Greedy algorithms and Applications,Dynamic Algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,12,1,0.533,0.2,0,No signal: sim=0.533 delta=12 kw=0.200
Greedy algorithms and Applications,Implementation of Bellman-Ford algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,13,1,0.3218,0.0,0,Far apart: delta=13 + sim=0.322
Greedy algorithms and Applications,Implement Floyd Warshall Algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,14,1,0.2302,0.0,0,Far apart: delta=14 + sim=0.230
Implement solution for a 0-1 knapsack problem using,dynamic programming,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,1,1,0.4028,0.0,1,Adjacent topics: delta=1 + sim=0.403
Implement solution for a 0-1 knapsack problem using,Implement Prim’s and Kruskal’s algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,2,1,0.2098,0.0714,1,Adjacent topics: delta=2 + sim=0.210
Implement solution for a 0-1 knapsack problem using,Implement solution for job sequencing with deadlines,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,3,1,0.2751,0.2308,0,No signal: sim=0.275 delta=3 kw=0.231
Implement solution for a 0-1 knapsack problem using,Backtracking and Maximum flow Networks,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,4,1,0.1339,0.0,0,Low sim=0.134
Implement solution for a 0-1 knapsack problem using,Implement N-Queen's problem using Back Tracking,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,5,1,0.2372,0.2143,0,No signal: sim=0.237 delta=5 kw=0.214
Implement solution for a 0-1 knapsack problem using,Implement Sum of subsets problem for a given set of,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,6,1,0.4623,0.2857,0,No signal: sim=0.462 delta=6 kw=0.286
Implement solution for a 0-1 knapsack problem using,distinct numbers using backtracking,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,7,1,0.1432,0.0833,0,Low sim=0.143
Implement solution for a 0-1 knapsack problem using,Implement graph coloring,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,8,1,0.1727,0.0909,0,No signal: sim=0.173 delta=8 kw=0.091
Implement solution for a 0-1 knapsack problem using,Implement Hamiltonian cycles,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,9,1,0.1117,0.0909,0,Low sim=0.112
Implement solution for a 0-1 knapsack problem using,Implementation of Ford-Fulkerson algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,10,1,0.2842,0.0,0,No signal: sim=0.284 delta=10 kw=0.000
Implement solution for a 0-1 knapsack problem using,Dynamic Algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,11,1,0.2351,0.0,0,No signal: sim=0.235 delta=11 kw=0.000
Implement solution for a 0-1 knapsack problem using,Implementation of Bellman-Ford algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,12,1,0.2632,0.0,0,Far apart: delta=12 + sim=0.263
Implement solution for a 0-1 knapsack problem using,Implement Floyd Warshall Algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,13,1,0.2275,0.0833,0,Far apart: delta=13 + sim=0.228
Implement solution for a 0-1 knapsack problem using,Implement Travelling salesman problem,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,14,1,0.447,0.1818,0,Far apart: delta=14 + sim=0.447
dynamic programming,Implement Prim’s and Kruskal’s algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,1,1,0.2878,0.0,1,Adjacent topics: delta=1 + sim=0.288
dynamic programming,Implement solution for job sequencing with deadlines,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,2,1,0.2752,0.0,1,Adjacent topics: delta=2 + sim=0.275
dynamic programming,Backtracking and Maximum flow Networks,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,3,1,0.382,0.0,0,No signal: sim=0.382 delta=3 kw=0.000
dynamic programming,Implement N-Queen's problem using Back Tracking,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,4,1,0.3377,0.0,0,No signal: sim=0.338 delta=4 kw=0.000
dynamic programming,Implement Sum of subsets problem for a given set of,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,5,1,0.3175,0.0,0,No signal: sim=0.317 delta=5 kw=0.000
dynamic programming,distinct numbers using backtracking,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,6,1,0.2187,0.0,0,No signal: sim=0.219 delta=6 kw=0.000
dynamic programming,Implement graph coloring,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,7,1,0.2566,0.0,0,No signal: sim=0.257 delta=7 kw=0.000
dynamic programming,Implement Hamiltonian cycles,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,8,1,0.2351,0.0,0,No signal: sim=0.235 delta=8 kw=0.000
dynamic programming,Implementation of Ford-Fulkerson algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,9,1,0.2767,0.0,0,No signal: sim=0.277 delta=9 kw=0.000
dynamic programming,Dynamic Algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,10,1,0.7652,0.3333,1,High sim=0.765 + delta=10
dynamic programming,Implementation of Bellman-Ford algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,11,1,0.3523,0.0,0,No signal: sim=0.352 delta=11 kw=0.000
dynamic programming,Implement Floyd Warshall Algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,12,1,0.238,0.0,0,Far apart: delta=12 + sim=0.238
dynamic programming,Implement Travelling salesman problem,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,13,1,0.4831,0.0,0,No signal: sim=0.483 delta=13 kw=0.000
dynamic programming,String Matching Algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,14,1,0.2476,0.0,0,Far apart: delta=14 + sim=0.248
Implement Prim’s and Kruskal’s algorithms,Implement solution for job sequencing with deadlines,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,1,1,0.2221,0.0833,1,Adjacent topics: delta=1 + sim=0.222
Implement Prim’s and Kruskal’s algorithms,Backtracking and Maximum flow Networks,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,2,1,0.2999,0.1,1,Adjacent topics: delta=2 + sim=0.300
Implement Prim’s and Kruskal’s algorithms,Implement N-Queen's problem using Back Tracking,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,3,1,0.2932,0.1667,0,No signal: sim=0.293 delta=3 kw=0.167
Implement Prim’s and Kruskal’s algorithms,Implement Sum of subsets problem for a given set of,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,4,1,0.155,0.0714,0,No signal: sim=0.155 delta=4 kw=0.071
Implement Prim’s and Kruskal’s algorithms,distinct numbers using backtracking,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,5,1,0.2483,0.0,0,No signal: sim=0.248 delta=5 kw=0.000
Implement Prim’s and Kruskal’s algorithms,Implement graph coloring,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,6,1,0.2804,0.125,0,No signal: sim=0.280 delta=6 kw=0.125
Implement Prim’s and Kruskal’s algorithms,Implement Hamiltonian cycles,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,7,1,0.3454,0.125,0,No signal: sim=0.345 delta=7 kw=0.125
Implement Prim’s and Kruskal’s algorithms,Implementation of Ford-Fulkerson algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,8,1,0.325,0.0,0,No signal: sim=0.325 delta=8 kw=0.000
Implement Prim’s and Kruskal’s algorithms,Dynamic Algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,9,1,0.5014,0.1429,0,No signal: sim=0.501 delta=9 kw=0.143
Implement Prim’s and Kruskal’s algorithms,Implementation of Bellman-Ford algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,10,1,0.4046,0.0,0,No signal: sim=0.405 delta=10 kw=0.000
Implement Prim’s and Kruskal’s algorithms,Implement Floyd Warshall Algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,11,1,0.4064,0.1111,0,No signal: sim=0.406 delta=11 kw=0.111
Implement Prim’s and Kruskal’s algorithms,Implement Travelling salesman problem,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,12,1,0.372,0.1111,0,Far apart: delta=12 + sim=0.372
Implement Prim’s and Kruskal’s algorithms,String Matching Algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,13,1,0.3445,0.125,0,Far apart: delta=13 + sim=0.345
Implement Prim’s and Kruskal’s algorithms,Implement Naïve string matching algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,14,1,0.3083,0.1,0,Far apart: delta=14 + sim=0.308
Implement solution for job sequencing with deadlines,Backtracking and Maximum flow Networks,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,1,1,0.1586,0.0,0,No signal: sim=0.159 delta=1 kw=0.000
Implement solution for job sequencing with deadlines,Implement N-Queen's problem using Back Tracking,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,2,1,0.2252,0.0714,1,Adjacent topics: delta=2 + sim=0.225
Implement solution for job sequencing with deadlines,Implement Sum of subsets problem for a given set of,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,3,1,0.1465,0.1429,0,Low sim=0.147
Implement solution for job sequencing with deadlines,distinct numbers using backtracking,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,4,1,0.1361,0.0,0,Low sim=0.136
Implement solution for job sequencing with deadlines,Implement graph coloring,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,5,1,0.1515,0.1111,0,No signal: sim=0.152 delta=5 kw=0.111
Implement solution for job sequencing with deadlines,Implement Hamiltonian cycles,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,6,1,0.166,0.1111,0,No signal: sim=0.166 delta=6 kw=0.111
Implement solution for job sequencing with deadlines,Implementation of Ford-Fulkerson algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,7,1,0.2033,0.0,0,No signal: sim=0.203 delta=7 kw=0.000
Implement solution for job sequencing with deadlines,Dynamic Algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,8,1,0.2417,0.0,0,No signal: sim=0.242 delta=8 kw=0.000
Implement solution for job sequencing with deadlines,Implementation of Bellman-Ford algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,9,1,0.1676,0.0,0,No signal: sim=0.168 delta=9 kw=0.000
Implement solution for job sequencing with deadlines,Implement Floyd Warshall Algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,10,1,0.0415,0.1,0,Low sim=0.041
Implement solution for job sequencing with deadlines,Implement Travelling salesman problem,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,11,1,0.3108,0.1,0,No signal: sim=0.311 delta=11 kw=0.100
Implement solution for job sequencing with deadlines,String Matching Algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,12,1,0.1727,0.0,0,Far apart: delta=12 + sim=0.173
Implement solution for job sequencing with deadlines,Implement Naïve string matching algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,13,1,0.1447,0.0909,0,Low sim=0.145
Implement solution for job sequencing with deadlines,Implement Rabin-Karp algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,14,1,0.1524,0.1,0,Far apart: delta=14 + sim=0.152
Backtracking and Maximum flow Networks,Implement N-Queen's problem using Back Tracking,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,1,1,0.4065,0.0,1,Adjacent topics: delta=1 + sim=0.407
Backtracking and Maximum flow Networks,Implement Sum of subsets problem for a given set of,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,2,1,0.1333,0.0,0,Low sim=0.133
Backtracking and Maximum flow Networks,distinct numbers using backtracking,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,3,1,0.3708,0.125,0,No signal: sim=0.371 delta=3 kw=0.125
Backtracking and Maximum flow Networks,Implement graph coloring,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,4,1,0.1682,0.0,0,No signal: sim=0.168 delta=4 kw=0.000
Backtracking and Maximum flow Networks,Implement Hamiltonian cycles,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,5,1,0.1688,0.0,0,No signal: sim=0.169 delta=5 kw=0.000
Backtracking and Maximum flow Networks,Implementation of Ford-Fulkerson algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,6,1,0.3406,0.0,0,No signal: sim=0.341 delta=6 kw=0.000
Backtracking and Maximum flow Networks,Dynamic Algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,7,1,0.4347,0.0,0,No signal: sim=0.435 delta=7 kw=0.000
Backtracking and Maximum flow Networks,Implementation of Bellman-Ford algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,8,1,0.3248,0.0,0,No signal: sim=0.325 delta=8 kw=0.000
Backtracking and Maximum flow Networks,Implement Floyd Warshall Algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,9,1,0.2324,0.0,0,No signal: sim=0.232 delta=9 kw=0.000
Backtracking and Maximum flow Networks,Implement Travelling salesman problem,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,10,1,0.3187,0.0,0,No signal: sim=0.319 delta=10 kw=0.000
Backtracking and Maximum flow Networks,String Matching Algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,11,1,0.1865,0.0,0,No signal: sim=0.186 delta=11 kw=0.000
Backtracking and Maximum flow Networks,Implement Naïve string matching algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,12,1,0.1109,0.0,0,Low sim=0.111
Backtracking and Maximum flow Networks,Implement Rabin-Karp algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,13,1,0.2078,0.0,0,Far apart: delta=13 + sim=0.208
Backtracking and Maximum flow Networks,Implement KMP algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,14,1,0.2393,0.0,0,Far apart: delta=14 + sim=0.239
Implement N-Queen's problem using Back Tracking,Implement Sum of subsets problem for a given set of,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,1,1,0.2441,0.1333,1,Adjacent topics: delta=1 + sim=0.244
Implement N-Queen's problem using Back Tracking,distinct numbers using backtracking,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,2,1,0.3202,0.0909,1,Adjacent topics: delta=2 + sim=0.320
Implement N-Queen's problem using Back Tracking,Implement graph coloring,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,3,1,0.1198,0.1,0,Low sim=0.120
Implement N-Queen's problem using Back Tracking,Implement Hamiltonian cycles,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,4,1,0.235,0.1,0,No signal: sim=0.235 delta=4 kw=0.100
Implement N-Queen's problem using Back Tracking,Implementation of Ford-Fulkerson algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,5,1,0.2536,0.0,0,No signal: sim=0.254 delta=5 kw=0.000
Implement N-Queen's problem using Back Tracking,Dynamic Algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,6,1,0.3867,0.0,0,No signal: sim=0.387 delta=6 kw=0.000
Implement N-Queen's problem using Back Tracking,Implementation of Bellman-Ford algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,7,1,0.3353,0.0,0,No signal: sim=0.335 delta=7 kw=0.000
Implement N-Queen's problem using Back Tracking,Implement Floyd Warshall Algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,8,1,0.3203,0.0909,0,No signal: sim=0.320 delta=8 kw=0.091
Implement N-Queen's problem using Back Tracking,Implement Travelling salesman problem,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,9,1,0.3541,0.2,0,No signal: sim=0.354 delta=9 kw=0.200
Implement N-Queen's problem using Back Tracking,String Matching Algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,10,1,0.251,0.0,0,No signal: sim=0.251 delta=10 kw=0.000
Implement N-Queen's problem using Back Tracking,Implement Naïve string matching algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,11,1,0.206,0.0833,0,No signal: sim=0.206 delta=11 kw=0.083
Implement N-Queen's problem using Back Tracking,Implement Rabin-Karp algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,12,1,0.2084,0.0909,0,Far apart: delta=12 + sim=0.208
Implement N-Queen's problem using Back Tracking,Implement KMP algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,13,1,0.2745,0.1,0,Far apart: delta=13 + sim=0.275
Implement N-Queen's problem using Back Tracking,Implement Longest common subsequence,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,14,1,0.139,0.0909,0,Low sim=0.139
Implement Sum of subsets problem for a given set of,distinct numbers using backtracking,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,1,1,0.333,0.0,1,Adjacent topics: delta=1 + sim=0.333
Implement Sum of subsets problem for a given set of,Implement graph coloring,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,2,1,0.1219,0.0909,0,Low sim=0.122
Implement Sum of subsets problem for a given set of,Implement Hamiltonian cycles,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,3,1,0.0685,0.0909,0,Low sim=0.068
Implement Sum of subsets problem for a given set of,Implementation of Ford-Fulkerson algorithm,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,4,1,0.1608,0.0769,0,No signal: sim=0.161 delta=4 kw=0.077
Implement Sum of subsets problem for a given set of,Dynamic Algorithms,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2343115,ADSA Lab,5,1,0.2431,0.0,0,No signal: sim=0.243 delta=5 kw=0.000
